CountryCode,SeriesCode,DESCRIPTION
"NLD","IT.CEL.SETS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
"NLD","TM.TAX.MANF.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"NLD","TM.TAX.MANF.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"NLD","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Netherlands"
"NLD","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NOR","SP.DYN.TO65.FE.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","IS.RRS.GOOD.MT.K6","Source: OECD"
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Norway"
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands."
"NOR","IT.CEL.SETS","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","IT.NET.BBND","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","IT.NET.BBND.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NOR","IT.MLT.MAIN","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","IT.CEL.SETS.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NOR","SP.DYN.TO65.MA.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. 1995-1997: non-resident tourists staying in registered hotels. 1998-2011: arrivals of non-resident tourists at national borders. Figures are based on ""The Guest survey"" carried out by ""Institute of Transport Economics"". The survey has been discontinued since 2012. From 2012: non-resident tourists staying in all types of accommodation establishments. Source: Statistics Norway – Accommodation Statistics."
"NOR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NOR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NOR","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Statistics Norway - Travel Survey."
"NOR","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Norway"
"NOR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","SP.POP.BRTH.MF","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Norway"
"NOR","SP.POP.TOTL","Data source: Eurostat, Statistics Norway"
"NOR","SP.DYN.CDRT.IN","Data source: Eurostat"
"NOR","IT.MLT.MAIN.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SP.POP.GROW","Data source: Eurostat, Statistics Norway"
"NOR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NOR","IS.RRS.PASG.KM","Source: OECD"
"NOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NOR","SP.DYN.CBRT.IN","Data source: Eurostat"
"NPL","MS.MIL.XPND.CN","1970 SIPRI estimates."
"NPL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2024 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021."
"NPL","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"NPL","MS.MIL.XPND.ZS","1970 SIPRI estimates."
"NPL","MS.MIL.XPND.GD.ZS","1970 SIPRI estimates."
"NPL","SP.POP.GROW","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NPL","IT.NET.BBND","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","MS.MIL.XPND.CD","1970 SIPRI estimates."
"NPL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","IT.CEL.SETS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NPL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","IT.NET.BBND.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","IT.MLT.MAIN","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NPL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including arrivals from India."
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NPL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","IT.CEL.SETS.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NPL","IT.MLT.MAIN.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NRU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NRU","IT.CEL.SETS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"NRU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NRU","IT.MLT.MAIN.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","IT.CEL.SETS.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NRU","SP.POP.GROW","Data source: United Nations World Population Prospects"
"NRU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NRU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NRU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NRU","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NRU","IT.NET.BBND","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NRU","IT.MLT.MAIN","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NRU","IT.NET.BBND.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NZL","IT.MLT.MAIN.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NZL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NZL","IT.CEL.SETS.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","SP.POP.TOTL","Data source: Statistics New Zealand"
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NZL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. International Travel and Migration, SNZ."
"NZL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NZL","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NZL","VC.IHR.PSRC.P5","Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide."
"NZL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NZL","SP.DYN.LE00.FE.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","SM.POP.TOTL","For statistical purposes, the international migrant population  includes persons born in Cook Islands, Niue, and Tokelau."
"NZL","IS.RRS.PASG.KM","Source: OECD"
"NZL","SP.DYN.CDRT.IN","Data source: Statistics New Zealand"
"NZL","SM.POP.TOTL.ZS","For statistical purposes, the international migrant population  includes persons born in Cook Islands, Niue, and Tokelau."
"NZL","IT.MLT.MAIN","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NZL","IT.NET.BBND.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","MS.MIL.XPND.CD","1960-2002 SIPRI estimates."
"NZL","IT.CEL.SETS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","IS.RRS.GOOD.MT.K6","Source: OECD"
"NZL","SP.DYN.TFRT.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","IT.NET.BBND","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","MS.MIL.XPND.GD.ZS","1960-2002 SIPRI estimates."
"NZL","MS.MIL.XPND.CN","1960-2002 SIPRI estimates."
"NZL","ST.INT.DPRT","Includes overnight visitors (tourists) only. International Travel and Migration, SNZ."
"NZL","MS.MIL.XPND.ZS","1960-2002 SIPRI estimates."
"NZL","SP.DYN.LE00.MA.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","SP.POP.GROW","Data source: Statistics New Zealand"
"NZL","SP.DYN.CBRT.IN","Data source: Statistics New Zealand"
"NZL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","IT.MLT.MAIN","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"OMN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"OMN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"OMN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"OMN","IT.CEL.SETS.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","IT.NET.BBND.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","MS.MIL.XPND.CN","1971-2022 SIPRI estimates."
"OMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"OMN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"OMN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"OMN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","MS.MIL.XPND.ZS","1971-2021 SIPRI estimates."
"OMN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"OMN","IT.CEL.SETS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"OMN","IT.MLT.MAIN.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"OMN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"OMN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"OMN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"OMN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"OMN","MS.MIL.XPND.CD","1971-2021 SIPRI estimates."
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Inbound Tourism Survey."
"OMN","IT.NET.BBND","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","MS.MIL.XPND.GD.ZS","1971-2021 SIPRI estimates."
"PAK","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","IT.CEL.SETS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"PAK","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","MS.MIL.XPND.ZS","1960-2006 &  2011 SIPRI estimates."
"PAK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PAK","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PAK","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Debt service data for long-term private nonguaranteed and short-term debt are based on the publications of State Bank of Pakistan. DSSI eligible and participating in 2020, 2021, 2022 and 2023."
"PAK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PAK","MS.MIL.XPND.GD.ZS","1960-2006 &  2011 SIPRI estimates."
"PAK","MS.MIL.XPND.CN","1960-2006 &  2011 SIPRI estimates."
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","IT.NET.BBND.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","MS.MIL.XPND.CD","1960-2006 &  2011 SIPRI estimates."
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PAK","IT.MLT.MAIN","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PAK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PAK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PAK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PAK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PAK","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PAK","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","IT.NET.BBND","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAK","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders."
"PAK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PAK","IT.MLT.MAIN.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PAK","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAK","IT.CEL.SETS.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PAN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"PAN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PAN","IT.CEL.SETS.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PAN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PAN","IT.MLT.MAIN","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PAN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PAN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAN","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PAN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PAN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PAN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PAN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Arrivals of non-resident visitors, Tocúmen International Airport (TIA), Paso Canoa frontier (PCF) and the ports of Cristóbal and Balboa (PCB)."
"PAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","IT.NET.BBND","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","IT.NET.BBND.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","IT.CEL.SETS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAN","IT.MLT.MAIN.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","DT.DOD.DSTC.CD","Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. "
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PER","MS.MIL.XPND.CD","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","IT.MLT.MAIN","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","IT.NET.BBND.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PER","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"PER","MS.MIL.XPND.CN","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PER","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PER","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PER","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PER","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","IT.NET.BBND","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","IT.MLT.MAIN.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PER","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PER","MS.MIL.XPND.GD.ZS","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"PER","IT.CEL.SETS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PER","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data data for 2024 are based on reports provided by the country. Data for 2007 include Bond prepayment and prepayment to Paris Club creditors. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"PER","IT.CEL.SETS.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PER","MS.MIL.XPND.ZS","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PER","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PER","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PHL","DT.DOD.DPNG.CD","Long-term private nonguaranteed debt includes the following monitored aggregate private-sector debt: unregistered debt, intercompany debt and capital leases."
